Tanggal_Loop,Tanggal,Provinsi,Komoditas,Harga_Rp,Perubahan_Harga
2020-02-04,04 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-05,05 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-06,06 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-07,07 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-08,,,,,
2020-02-09,,,,,
2020-02-10,10 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-11,11 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-12,12 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-13,13 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-14,14 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-15,,,,,
2020-02-16,,,,,
2020-02-17,17 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-18,18 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-19,19 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-20,20 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-21,21 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-22,,,,,
2020-02-23,,,,,
2020-02-24,24 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-25,25 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-26,26 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-27,27 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-28,28 Feb 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-02-29,,,,,
2020-03-01,,,,,
2020-03-02,02 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-03,03 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-04,04 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-05,05 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-06,06 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-07,,,,,
2020-03-08,,,,,
2020-03-09,09 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-10,10 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-11,11 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-12,12 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-13,13 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-14,,,,,
2020-03-15,,,,,
2020-03-16,16 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-17,17 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-18,18 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-19,19 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-20,20 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-21,,,,,
2020-03-22,,,,,
2020-03-23,23 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-24,24 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-25,,,,,
2020-03-26,26 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-03-27,27 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-03-28,,,,,
2020-03-29,,,,,
2020-03-30,30 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-03-31,31 Mar 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-01,01 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-02,02 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-03,03 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-04,,,,,
2020-04-05,,,,,
2020-04-06,06 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-04-07,07 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-08,08 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-09,09 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-10,,,,,
2020-04-11,,,,,
2020-04-12,,,,,
2020-04-13,13 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-04-14,14 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-15,15 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-16,16 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-17,17 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-18,,,,,
2020-04-19,,,,,
2020-04-20,20 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-04-21,21 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-22,22 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-23,23 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-24,24 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-25,,,,,
2020-04-26,,,,,
2020-04-27,27 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-28,28 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-29,29 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-04-30,30 Apr 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-01,,,,,
2020-05-02,,,,,
2020-05-03,,,,,
2020-05-04,04 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-05-05,05 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-06,06 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-07,,,,,
2020-05-08,08 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-05-09,,,,,
2020-05-10,,,,,
2020-05-11,11 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-12,12 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-13,13 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-14,14 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-15,15 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-16,,,,,
2020-05-17,,,,,
2020-05-18,18 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-19,19 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-20,20 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-21,,,,,
2020-05-22,,,,,
2020-05-23,,,,,
2020-05-24,,,,,
2020-05-25,,,,,
2020-05-26,26 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-05-27,27 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-28,28 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-29,29 Mei 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-05-30,,,,,
2020-05-31,,,,,
2020-06-01,,,,,
2020-06-02,02 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-06-03,03 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-04,04 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-05,05 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-06,,,,,
2020-06-07,,,,,
2020-06-08,08 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-09,09 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-10,10 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-11,11 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-12,12 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-13,,,,,
2020-06-14,,,,,
2020-06-15,15 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-16,16 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-17,17 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-18,18 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-19,19 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-20,,,,,
2020-06-21,,,,,
2020-06-22,22 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-06-23,23 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-24,24 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-25,25 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-26,26 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-27,,,,,
2020-06-28,,,,,
2020-06-29,29 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-06-30,30 Jun 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-01,01 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-02,02 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-03,03 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-04,,,,,
2020-07-05,,,,,
2020-07-06,06 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-07-07,07 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-08,08 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-09,09 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-10,10 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-11,,,,,
2020-07-12,,,,,
2020-07-13,13 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-14,14 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-15,15 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-16,16 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-17,17 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-18,,,,,
2020-07-19,,,,,
2020-07-20,20 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-21,21 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-22,22 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-23,23 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-24,24 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-25,,,,,
2020-07-26,,,,,
2020-07-27,27 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-28,28 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-29,29 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-30,30 Jul 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-07-31,,,,,
2020-08-01,,,,,
2020-08-02,,,,,
2020-08-03,03 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-08-04,04 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-05,05 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-06,06 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-07,07 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-08,,,,,
2020-08-09,,,,,
2020-08-10,10 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-11,11 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-12,12 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-13,13 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-14,14 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-15,,,,,
2020-08-16,,,,,
2020-08-17,,,,,
2020-08-18,18 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-08-19,19 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-20,,,,,
2020-08-21,21 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-08-22,,,,,
2020-08-23,,,,,
2020-08-24,24 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-25,25 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-26,26 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-27,27 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-28,28 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-08-29,,,,,
2020-08-30,,,,,
2020-08-31,31 Agt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-01,01 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-02,02 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-03,03 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-04,04 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-05,,,,,
2020-09-06,,,,,
2020-09-07,07 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-08,08 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-09,09 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-10,10 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-11,11 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-12,,,,,
2020-09-13,,,,,
2020-09-14,14 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-15,15 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-16,16 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-17,17 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-18,18 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-19,,,,,
2020-09-20,,,,,
2020-09-21,21 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-22,22 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-23,23 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-24,24 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-25,25 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-26,,,,,
2020-09-27,,,,,
2020-09-28,28 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-29,29 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-09-30,30 Sep 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-01,01 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-02,02 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-03,,,,,
2020-10-04,,,,,
2020-10-05,05 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-06,06 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-07,07 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-08,08 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-09,09 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-10,,,,,
2020-10-11,,,,,
2020-10-12,12 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-13,13 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-14,14 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-15,15 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-16,16 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-17,,,,,
2020-10-18,,,,,
2020-10-19,19 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-20,20 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-21,21 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-22,22 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-23,23 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-24,,,,,
2020-10-25,,,,,
2020-10-26,26 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-27,27 Okt 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-10-28,,,,,
2020-10-29,,,,,
2020-10-30,,,,,
2020-10-31,,,,,
2020-11-01,,,,,
2020-11-02,02 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-11-03,03 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-04,04 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-05,05 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-06,06 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-07,,,,,
2020-11-08,,,,,
2020-11-09,09 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-10,10 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-11,11 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-12,12 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-13,13 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-14,,,,,
2020-11-15,,,,,
2020-11-16,16 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-17,17 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-18,18 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-19,19 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-20,20 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-21,,,,,
2020-11-22,,,,,
2020-11-23,23 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-24,24 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-25,25 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-26,26 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-27,27 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-11-28,,,,,
2020-11-29,,,,,
2020-11-30,30 Nov 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-01,01 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-02,02 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-03,03 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-04,04 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-05,,,,,
2020-12-06,,,,,
2020-12-07,07 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-08,08 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-09,,,,,
2020-12-10,10 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-12-11,11 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-12,,,,,
2020-12-13,,,,,
2020-12-14,14 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-15,15 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-16,16 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-17,17 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-18,18 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-19,,,,,
2020-12-20,,,,,
2020-12-21,21 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-12-22,22 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-23,23 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-24,,,,,
2020-12-25,,,,,
2020-12-26,,,,,
2020-12-27,,,,,
2020-12-28,28 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,
2020-12-29,29 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-30,30 Des 20,DI Yogyakarta,Beras Kualitas Medium II,11000.0,Rp0
2020-12-31,,,,,
