Tanggal_Loop,Tanggal,Provinsi,Komoditas,Harga_Rp,Perubahan_Harga
2024-02-03,,,,,
2024-02-04,,,,,
2024-02-05,05 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,14900.0,Rp750
2024-02-06,06 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp250
2024-02-07,07 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-02-08,08 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-02-09,09 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-02-10,,,,,
2024-02-11,,,,,
2024-02-12,12 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp250
2024-02-13,13 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-14,14 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-15,15 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-16,16 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-17,,,,,
2024-02-18,,,,,
2024-02-19,19 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-20,20 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-21,21 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-22,22 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-23,23 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-24,,,,,
2024-02-25,,,,,
2024-02-26,26 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-27,27 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-28,28 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-02-29,29 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-01,01 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-02,,,,,
2024-03-03,,,,,
2024-03-04,04 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-05,05 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-06,06 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-07,07 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-08,08 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-09,,,,,
2024-03-10,,,,,
2024-03-11,11 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-12,12 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-13,13 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-14,14 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-15,15 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15400.0,Rp0
2024-03-16,,,,,
2024-03-17,,,,,
2024-03-18,18 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,-Rp250
2024-03-19,19 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-20,20 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-21,21 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-22,22 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-23,,,,,
2024-03-24,,,,,
2024-03-25,25 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-26,26 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-27,27 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-28,28 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-29,29 Mar 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-03-30,,,,,
2024-03-31,,,,,
2024-04-01,01 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-02,02 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-03,03 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-04,04 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-05,05 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-06,,,,,
2024-04-07,,,,,
2024-04-08,08 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,
2024-04-09,09 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-10,10 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-11,11 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-12,12 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-13,,,,,
2024-04-14,,,,,
2024-04-15,15 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,
2024-04-16,16 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-17,17 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-18,18 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-19,19 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-20,,,,,
2024-04-21,,,,,
2024-04-22,22 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-23,23 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-24,24 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-25,25 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-26,26 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-27,,,,,
2024-04-28,,,,,
2024-04-29,29 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-04-30,30 Apr 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-01,01 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-02,02 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-03,03 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-04,,,,,
2024-05-05,,,,,
2024-05-06,06 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-07,07 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-08,08 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-09,09 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-10,10 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-11,,,,,
2024-05-12,,,,,
2024-05-13,13 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-14,14 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-15,15 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-16,16 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-17,17 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-18,,,,,
2024-05-19,,,,,
2024-05-20,20 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-21,21 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,15150.0,Rp0
2024-05-22,22 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14650.0,-Rp500
2024-05-23,23 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14650.0,Rp0
2024-05-24,24 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14650.0,Rp0
2024-05-25,,,,,
2024-05-26,,,,,
2024-05-27,27 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,-Rp650
2024-05-28,28 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-05-29,29 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-05-30,30 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-05-31,31 Mei 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-01,,,,,
2024-06-02,,,,,
2024-06-03,03 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-04,04 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-05,05 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-06,06 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-07,07 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-08,,,,,
2024-06-09,,,,,
2024-06-10,10 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-11,11 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-12,12 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-13,13 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-14,14 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-15,,,,,
2024-06-16,,,,,
2024-06-17,17 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-18,18 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-19,19 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-20,20 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-21,21 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-22,,,,,
2024-06-23,,,,,
2024-06-24,24 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-25,25 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-26,26 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-27,27 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-28,28 Jun 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-06-29,,,,,
2024-06-30,,,,,
2024-07-01,01 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-02,02 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-03,03 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-04,04 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-05,05 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-06,,,,,
2024-07-07,,,,,
2024-07-08,08 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-09,09 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-10,10 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-11,11 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-12,12 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-13,,,,,
2024-07-14,,,,,
2024-07-15,15 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-16,16 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-17,17 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-18,18 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-19,19 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-20,,,,,
2024-07-21,,,,,
2024-07-22,22 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-23,23 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-24,24 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-25,25 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-26,26 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-27,,,,,
2024-07-28,,,,,
2024-07-29,29 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-30,30 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-07-31,31 Jul 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-01,01 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-02,02 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-03,,,,,
2024-08-04,,,,,
2024-08-05,05 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-06,06 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-07,07 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-08,08 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-09,09 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-10,,,,,
2024-08-11,,,,,
2024-08-12,12 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-13,13 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-14,14 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-15,15 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-16,16 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-17,,,,,
2024-08-18,,,,,
2024-08-19,19 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-20,20 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-21,21 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-22,22 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-23,23 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-24,,,,,
2024-08-25,,,,,
2024-08-26,26 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,
2024-08-27,27 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-28,28 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-29,29 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-30,30 Agt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-08-31,,,,,
2024-09-01,,,,,
2024-09-02,02 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-03,03 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-04,04 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-05,05 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-06,06 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-07,,,,,
2024-09-08,,,,,
2024-09-09,09 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-10,10 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-11,11 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-12,12 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-13,13 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-14,,,,,
2024-09-15,,,,,
2024-09-16,,,,,
2024-09-17,17 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,
2024-09-18,18 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-19,19 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-20,20 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-21,,,,,
2024-09-22,,,,,
2024-09-23,23 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-24,24 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-25,25 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-26,26 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-27,27 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-09-28,,,,,
2024-09-29,,,,,
2024-09-30,30 Sep 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-01,01 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-02,02 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-03,03 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-04,04 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-05,,,,,
2024-10-06,,,,,
2024-10-07,07 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-08,08 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-09,09 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-10,10 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-11,11 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-12,,,,,
2024-10-13,,,,,
2024-10-14,14 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-15,15 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-16,16 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-17,17 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-18,18 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-19,,,,,
2024-10-20,,,,,
2024-10-21,21 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-22,22 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-23,23 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-24,24 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-25,25 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-26,,,,,
2024-10-27,,,,,
2024-10-28,28 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-29,29 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-30,30 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-10-31,31 Okt 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-01,01 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-02,,,,,
2024-11-03,,,,,
2024-11-04,04 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-05,05 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-06,06 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-07,07 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-08,08 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-09,,,,,
2024-11-10,,,,,
2024-11-11,11 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,14000.0,Rp0
2024-11-12,12 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,-Rp100
2024-11-13,13 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-14,14 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-15,15 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-16,,,,,
2024-11-17,,,,,
2024-11-18,18 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-19,19 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-20,20 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-21,21 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-22,22 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-23,,,,,
2024-11-24,,,,,
2024-11-25,25 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-26,26 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-27,27 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-28,28 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-29,29 Nov 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-11-30,,,,,
2024-12-01,,,,,
2024-12-02,02 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-03,03 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-04,04 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-05,05 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-06,06 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-07,,,,,
2024-12-08,,,,,
2024-12-09,09 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-10,10 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-11,11 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-12,12 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-13,13 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-14,,,,,
2024-12-15,,,,,
2024-12-16,16 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-17,17 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-18,18 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-19,19 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-20,20 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-21,,,,,
2024-12-22,,,,,
2024-12-23,23 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-24,24 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-25,25 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-26,26 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-27,27 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-28,,,,,
2024-12-29,,,,,
2024-12-30,30 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-12-31,31 Des 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-01,01 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-02,02 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-03,03 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-04,,,,,
2025-01-05,,,,,
2025-01-06,06 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-07,07 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-08,08 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-09,09 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-10,10 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-11,,,,,
2025-01-12,,,,,
2025-01-13,13 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-14,14 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-15,15 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-16,16 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-17,17 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-18,,,,,
2025-01-19,,,,,
2025-01-20,20 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-21,21 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-22,22 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-23,23 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-24,24 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-25,,,,,
2025-01-26,,,,,
2025-01-27,27 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,
2025-01-28,28 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-29,29 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-30,30 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-01-31,31 Jan 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-01,,,,,
2025-02-02,,,,,
2025-02-03,03 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-04,04 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-05,05 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-06,06 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-07,07 Feb 25,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2025-02-08,,,,,
2025-02-09,,,,,
