Tanggal_Loop,Tanggal,Provinsi,Komoditas,Harga_Rp,Perubahan_Harga
2023-01-25,25 Jan 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-01-26,26 Jan 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-01-27,27 Jan 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-01-28,,,,,
2023-01-29,,,,,
2023-01-30,30 Jan 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-01-31,31 Jan 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-02-01,01 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-02-02,02 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-02-03,03 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12500.0,Rp0
2023-02-04,,,,,
2023-02-05,,,,,
2023-02-06,06 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12650.0,Rp150
2023-02-07,07 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12900.0,Rp250
2023-02-08,08 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12900.0,Rp0
2023-02-09,09 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12900.0,Rp0
2023-02-10,10 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12900.0,Rp0
2023-02-11,,,,,
2023-02-12,,,,,
2023-02-13,13 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,12900.0,Rp0
2023-02-14,14 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp250
2023-02-15,15 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-16,16 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-17,17 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-18,,,,,
2023-02-19,,,,,
2023-02-20,20 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-21,21 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-22,22 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-23,23 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-24,24 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-25,,,,,
2023-02-26,,,,,
2023-02-27,27 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-02-28,28 Feb 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-01,01 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-02,02 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-03,03 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-04,,,,,
2023-03-05,,,,,
2023-03-06,06 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-07,07 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-08,08 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-09,09 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-10,10 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-11,,,,,
2023-03-12,,,,,
2023-03-13,13 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-14,14 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-15,15 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-16,16 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-17,17 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-18,,,,,
2023-03-19,,,,,
2023-03-20,20 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-21,21 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-22,22 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-23,23 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-24,24 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-25,,,,,
2023-03-26,,,,,
2023-03-27,27 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-03-28,28 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-29,29 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-30,30 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-03-31,31 Mar 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-01,,,,,
2023-04-02,,,,,
2023-04-03,03 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-04-04,04 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-05,05 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-06,06 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-07,07 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13250.0,Rp100
2023-04-08,,,,,
2023-04-09,,,,,
2023-04-10,10 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-04-11,11 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-12,12 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-13,13 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-14,14 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-15,,,,,
2023-04-16,,,,,
2023-04-17,17 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-18,18 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-19,19 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-20,20 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-21,21 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-22,,,,,
2023-04-23,,,,,
2023-04-24,24 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-04-25,25 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-26,26 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-27,27 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-28,28 Apr 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-04-29,,,,,
2023-04-30,,,,,
2023-05-01,01 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13250.0,Rp100
2023-05-02,02 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,-Rp100
2023-05-03,03 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-04,04 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-05,05 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-06,,,,,
2023-05-07,,,,,
2023-05-08,08 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-05-09,09 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-10,10 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-11,11 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-12,12 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-13,,,,,
2023-05-14,,,,,
2023-05-15,15 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-16,16 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-17,17 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-18,18 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-19,19 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-20,,,,,
2023-05-21,,,,,
2023-05-22,22 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-23,23 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-24,24 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-25,25 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-26,26 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-27,,,,,
2023-05-28,,,,,
2023-05-29,29 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-30,30 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-05-31,31 Mei 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-01,01 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-02,02 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-03,,,,,
2023-06-04,,,,,
2023-06-05,05 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-06,06 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-07,07 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-08,08 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-09,09 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-10,,,,,
2023-06-11,,,,,
2023-06-12,12 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-06-13,13 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-14,14 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-15,15 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-16,16 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-17,,,,,
2023-06-18,,,,,
2023-06-19,19 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-20,20 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-21,21 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-22,22 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-23,23 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-24,,,,,
2023-06-25,,,,,
2023-06-26,26 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-27,27 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-28,28 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-29,29 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-06-30,30 Jun 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-01,,,,,
2023-07-02,,,,,
2023-07-03,03 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-04,04 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-05,05 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-06,06 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-07,07 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-08,,,,,
2023-07-09,,,,,
2023-07-10,10 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-11,11 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-12,12 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-13,13 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-14,14 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-15,,,,,
2023-07-16,,,,,
2023-07-17,17 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-18,18 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-19,19 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-20,20 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-21,21 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-22,,,,,
2023-07-23,,,,,
2023-07-24,24 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-25,25 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-26,26 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-27,27 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-28,28 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-07-29,,,,,
2023-07-30,,,,,
2023-07-31,31 Jul 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-01,01 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-02,02 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-03,,,,,
2023-08-04,04 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-05,,,,,
2023-08-06,,,,,
2023-08-07,07 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-08-08,08 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-09,09 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-10,10 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-11,11 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-12,,,,,
2023-08-13,,,,,
2023-08-14,14 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,
2023-08-15,15 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-16,16 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-17,17 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-18,18 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-19,,,,,
2023-08-20,,,,,
2023-08-21,21 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13150.0,Rp0
2023-08-22,22 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp250
2023-08-23,23 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-08-24,24 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-08-25,25 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13500.0,Rp100
2023-08-26,,,,,
2023-08-27,,,,,
2023-08-28,28 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,
2023-08-29,29 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-08-30,30 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-08-31,31 Agt 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-01,01 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-02,,,,,
2023-09-03,,,,,
2023-09-04,04 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-05,05 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-06,06 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-07,07 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-08,08 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-09,,,,,
2023-09-10,,,,,
2023-09-11,11 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-12,12 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-13,13 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13400.0,Rp0
2023-09-14,14 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13500.0,Rp100
2023-09-15,15 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13500.0,Rp0
2023-09-16,,,,,
2023-09-17,,,,,
2023-09-18,18 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp250
2023-09-19,19 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-20,20 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-21,21 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-22,22 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-23,,,,,
2023-09-24,,,,,
2023-09-25,25 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,
2023-09-26,26 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-27,27 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-28,28 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-29,29 Sep 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-09-30,,,,,
2023-10-01,,,,,
2023-10-02,02 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-03,03 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-04,04 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-05,05 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-06,06 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-07,,,,,
2023-10-08,,,,,
2023-10-09,09 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-10,10 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-11,11 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-12,12 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-13,13 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-14,,,,,
2023-10-15,,,,,
2023-10-16,16 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-17,17 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-18,18 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-19,19 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-20,20 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-21,,,,,
2023-10-22,,,,,
2023-10-23,23 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,
2023-10-24,24 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-25,25 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-26,26 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-27,27 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-28,,,,,
2023-10-29,,,,,
2023-10-30,30 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-10-31,31 Okt 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-01,01 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-02,02 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-03,03 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-04,,,,,
2023-11-05,,,,,
2023-11-06,06 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,
2023-11-07,07 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-08,08 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-09,09 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-10,10 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-11,,,,,
2023-11-12,,,,,
2023-11-13,13 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13750.0,Rp0
2023-11-14,14 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp150
2023-11-15,15 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-16,16 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-17,17 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-18,,,,,
2023-11-19,,,,,
2023-11-20,20 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-21,21 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-22,22 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-23,23 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-24,24 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-25,,,,,
2023-11-26,,,,,
2023-11-27,27 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,
2023-11-28,28 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-29,29 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-11-30,30 Nov 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-01,01 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-02,,,,,
2023-12-03,,,,,
2023-12-04,04 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-05,05 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-06,06 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-07,07 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-08,08 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-09,,,,,
2023-12-10,,,,,
2023-12-11,11 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-12,12 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-13,13 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-14,14 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-15,15 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-16,,,,,
2023-12-17,,,,,
2023-12-18,18 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-19,19 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-20,20 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-21,21 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-22,22 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-23,,,,,
2023-12-24,,,,,
2023-12-25,,,,,
2023-12-26,,,,,
2023-12-27,27 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,
2023-12-28,28 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-29,29 Des 23,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2023-12-30,,,,,
2023-12-31,,,,,
2024-01-01,01 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,
2024-01-02,02 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-03,03 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-04,04 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-05,05 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-06,,,,,
2024-01-07,,,,,
2024-01-08,08 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-09,09 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-10,10 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-11,11 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-12,12 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-13,,,,,
2024-01-14,,,,,
2024-01-15,15 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,
2024-01-16,16 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-17,17 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-18,18 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-19,19 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,13900.0,Rp0
2024-01-20,,,,,
2024-01-21,,,,,
2024-01-22,22 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp250
2024-01-23,23 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-24,24 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-25,25 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-26,26 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-27,,,,,
2024-01-28,,,,,
2024-01-29,29 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-30,30 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-01-31,31 Jan 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-02-01,01 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
2024-02-02,02 Feb 24,DI Yogyakarta,Beras Kualitas Medium II,14150.0,Rp0
